manv,hoten,gioitinh,ngaysinh,luong,maph,sdt,ngaybc
KT774,Trần Khôi Thiện,Nam,1998-08-06,9433452,KTA,0165121019,2016-01-06
TT754,Cao Tuyết Trang,Nữ,1973-01-07,6570832,KDA,0328619581,2023-06-28
DV767,Đặng Thị Thu Chi,Nữ,1983-11-27,9509339,DVK,0382377907,2016-05-02
PR707,Nguyễn Thị Hiền Anh,Nữ,1982-08-24,11754190,PRC,0120881906,2014-08-08
KD721,Tạ Trúc Loan,Nữ,1989-04-05,8788680,KDA,0368166623,2019-12-18
DV768,Dương Thanh Hưng,Nam,1981-08-02,11283812,DVK,0187999821,2017-05-15
TT755,Phạm Trường Nam,Nam,1978-05-18,9281823,TCA,0195638300,2019-08-04
KD722,Lý Phát Đạt,Nam,1968-08-01,10005024,KDA,0323387771,2020-12-15
HC767,Mạc Khang Tuấn,Nam,1998-08-17,10273477,HCA,0367735173,2014-11-28
MK762,Cao Thị Hiền Quỳnh,Nữ,1976-02-20,10162603,MKA,0129675251,2022-11-04
PR708,Dương Thị Ánh Phương,Nữ,1972-12-18,7556964,PRC,0322645330,2014-08-23
PR709,Bùi Thịnh Long,Nam,1974-06-21,12376438,PRC,0329087537,2023-04-01
MK763,Hoàng Nhân Long,Nam,1977-01-16,12837768,MKA,0129509055,2013-08-27
KT775,Mạc Mai Kim,Nữ,1994-04-23,13788682,KTA,0382546784,2013-06-17
PR710,La Thị Diễm Hoa,Nữ,1967-11-20,11398035,PRC,0163904710,2019-08-04
KT776,Nguyễn Mai Oanh,Nữ,1975-03-20,8953215,KTA,0388638390,2014-01-07
KD723,Trịnh Quỳnh Nga,Nữ,1966-06-15,8422650,KDA,0187616379,2011-06-04
KH720,Trịnh Khánh Kim,Nữ,1976-11-06,9285622,KHO,0329461737,2017-11-22
QT767,Hoàng Thị Mai Giang,Nữ,1986-10-24,8156887,QTA,0190310661,2020-12-04
TT756,Hoàng Liêm Tùng,Nam,1976-10-29,6084205,TCA,0129757140,2018-03-01
TT757,Lê Hiển Quân,Nam,1979-09-07,14869491,DVK,0120950844,2011-05-03
PR711,Lê Linh Thu,Nữ,1967-02-15,8554769,PRC,0194163312,2022-06-18
HC768,Dương Hương Diễm,Nữ,1979-05-31,10829786,HCA,0396013390,2012-12-25
NS758,Đỗ Trường Xuân,Nam,1968-02-09,9247981,NSU,0395907700,2018-05-17
KT777,Triệu Chí Giang,Nam,1973-07-30,12620253,KTA,0385688043,2010-02-20
DV769,Quách Thị Bích Tiên,Nữ,1984-08-07,12839856,DVK,0129036701,2023-01-28
PR712,Đỗ Khang Chiến,Nam,1992-12-29,10416437,PRC,0182593266,2018-08-19
PR713,Đặng Yến Hạnh,Nữ,1966-09-06,10442480,PRC,0194186661,2022-06-28
MK764,Lê Thị Ánh Tiên,Nữ,1974-10-01,14819708,MKA,0398460437,2022-04-27
TT758,Lương Thắng Hiếu,Nam,1993-06-01,6012185,,0184416530,2015-09-19
MK765,Hoàng Lộc Khang,Nam,1983-07-01,6643079,MKA,0369671408,2019-03-25
DV770,Triệu Hương Ngân,Nữ,1993-06-05,11328093,DVK,0127061322,2020-11-26
KT778,Hoàng Ngọc Tùng,Nam,1973-05-22,14106239,KTA,0361840349,2019-05-23
DV771,Trần Tùng Sơn,Nam,2000-07-10,11451883,DVK,0388225229,2023-01-30
TT759,Phan Thắng Giang,Nam,1983-08-13,11125694,KTA,0328383225,2021-10-29
QT768,Ngô Cường Duy,Nam,1999-12-31,14495801,QTA,0393557287,2021-09-27
MK766,Ngô Quỳnh Lan,Nữ,1984-06-06,13549772,MKA,0364483831,2015-12-31
TT760,Nguyễn Thiện Hiếu,Nam,1978-06-19,7723012,KHO,0167529748,2016-02-27
KT779,Lương Lâm Quang,Nam,1987-06-01,10002612,KTA,0199603616,2015-08-05
QT769,Kiều Thị Ánh Bích,Nữ,1980-09-22,12491754,QTA,0126959768,2011-04-14
KD724,Mạc Sáng Sơn,Nam,1984-06-29,12868140,KDA,0123269182,2013-02-12
PR714,Đỗ Tùng Khánh,Nam,1985-07-24,6212015,PRC,0365865772,2015-12-30
KD725,La Ngọc Lan,Nữ,1971-04-28,10010270,KDA,0367222901,2023-09-10
HC769,Thái Tuyết Bích,Nữ,1968-01-03,10152833,HCA,0125944005,2023-07-23
MK767,Cao Hữu Đạt,Nam,1998-05-18,7151687,MKA,0363358519,2023-12-28
KH721,Từ Thị Phương Thảo,Nữ,1969-08-17,13312424,KHO,0324190264,2014-05-28
NS759,Mạc Kim Mỹ,Nữ,1983-01-28,8945284,NSU,0380100161,2020-02-07
KD726,Quách Quốc Tài,Nam,1986-12-30,7359094,KDA,0191003677,2018-10-08
QT770,Lương Đạt Hiếu,Nam,1974-11-01,7388289,QTA,0182435311,2018-06-25
KD727,Nguyễn Lan Thanh,Nữ,1973-08-05,9081952,KDA,0188062202,2018-09-23
TT761,Trần Bích Hương,Nữ,1981-08-17,11703651,KDA,0322775172,2013-02-21
KD728,La Mỹ Đạt,Nam,1991-08-17,14960133,KDA,0196482011,2019-09-03
MK768,Tôn Vĩnh Trí,Nam,1972-01-08,12989015,MKA,0199156465,2019-10-01
KT780,Đặng Tín Quang,Nam,1985-04-30,13322879,KTA,0366398789,2010-06-07
HC770,Dương Lương Duy,Nam,1987-02-15,14972873,HCA,0327524719,2020-04-08
HC771,Võ Khôi Khánh,Nam,1992-06-14,14232545,HCA,0382987824,2018-10-29
KH722,Phan Trung Quân,Nam,1996-01-24,13675969,KHO,0165556729,2016-02-19
DV772,Bùi Thị Tú Phương,Nữ,1998-09-07,8176286,DVK,0397706314,2023-06-03
TT762,Trần My Thảo,Nữ,1967-11-17,12571723,TCA,0397766104,2018-10-29
NS760,Từ Khánh Sơn,Nam,1979-06-13,9309871,NSU,0398893857,2016-02-11
DV773,Mạc Phong Mạnh,Nam,1977-12-26,7457169,DVK,0321770788,2012-11-09
DV774,Lương Toàn Xuân,Nam,1986-07-31,7896165,DVK,0384625441,2016-06-25
MK769,Lý Tuyết Mỹ,Nữ,1977-09-30,13654814,MKA,0169887077,2021-12-03
KH723,La Thị Dung Quỳnh,Nữ,1976-06-28,8616614,KHO,0163974541,2016-06-22
HC772,Tôn Khoa Tuấn,Nam,1994-03-22,13512289,HCA,0186407881,2012-10-11
PR715,Hà Mai Tú,Nữ,1968-11-09,8854378,PRC,0198641536,2013-08-17
QT771,Mai Quốc Bình,Nam,1968-06-14,13392126,QTA,0396430560,2018-03-31
TC753,Quách Thị Ngọc Giang,Nữ,1970-02-28,14595407,TCA,0126554196,2011-08-12
KT781,Lê Phú Lâm,Nam,1997-02-24,12920151,KTA,0167006662,2020-02-09
DV775,Triệu Thị Nga,Nữ,1986-10-21,8746834,DVK,0322591851,2019-03-28
QT772,Lương Bá Thịnh,Nam,1982-12-27,7810945,QTA,0388304836,2021-04-03
MK770,Võ Hào Hoàng,Nam,1998-04-08,8839643,MKA,0129696062,2013-07-11
DV776,Cao Đình Phong,Nam,1978-08-24,13446569,DVK,0385879402,2021-02-20
MK771,Dương Thị Hương Oanh,Nữ,1997-12-06,11493644,MKA,0395115130,2016-01-19
DV777,Quách Hồng Yến,Nữ,1987-03-31,10618440,DVK,0325778217,2020-05-01
KD729,Dương Viễn Chiến,Nam,1998-04-02,8966017,KDA,0122585422,2017-03-12
PR716,Lý Lương Bình,Nam,1983-03-26,10285788,PRC,0163318178,2019-05-19
DV778,Vũ Nhân Nam,Nam,1970-12-27,12400765,DVK,0328529718,2011-12-18
KH724,Quách Thị Anh Hạnh,Nữ,1985-09-25,9040773,KHO,0367447591,2016-06-19
PR717,Trịnh Linh Ngọc,Nữ,1993-07-06,9226097,PRC,0323153353,2018-02-13
KT782,Phạm Thị Mai Dung,Nữ,1987-12-19,12795521,KTA,0165120284,2010-05-20
KH725,Dương Thị Tú Yến,Nữ,1994-12-29,14347216,KHO,0324701529,2013-01-10
MK772,Phan Hữu Tùng,Nam,1967-09-05,6729457,MKA,0398174272,2017-02-02
TT763,Đặng Thị Nhung Hoa,Nữ,1970-01-13,9455238,DVK,0125925950,2019-07-06
TC754,Châu Chính Hiếu,Nam,1995-03-27,14387718,TCA,0321654720,2019-01-18
QT773,Võ Bình Việt,Nam,1987-11-05,10545406,QTA,0161475747,2014-01-24
PR718,Mai Lương Thịnh,Nam,1976-08-20,7638536,PRC,0385575365,2020-09-01
KD730,Châu Vy Yến,Nữ,1973-08-27,8130579,KDA,0364294900,2016-09-25
DV779,Vũ Minh Tuấn,Nam,1993-05-04,8630320,DVK,0165435718,2014-02-10
DV780,Hoàng Thắng Trí,Nam,1979-10-10,14957388,DVK,0123577208,2010-06-29
TC755,Hà Thị Nhung Mai,Nữ,1999-06-30,13358963,TCA,0324468662,2021-06-18
QT774,Trịnh Thị Chi Hương,Nữ,1983-09-23,14300709,QTA,0126557256,2014-05-31
DV781,Lê Quốc Giang,Nam,1980-02-06,7731382,DVK,0396906892,2011-07-07
KD731,Võ Thị Thảo Anh,Nữ,1995-03-17,13187242,KDA,0391186797,2015-02-13
NS761,Thái Hoàng Duy,Nam,1994-07-27,14125567,NSU,0180853219,2012-09-25
PR719,Lý Thị Diễm Ánh,Nữ,1970-10-05,6491147,PRC,0365832403,2010-05-07
KD732,Ngô My Thanh,Nữ,1970-09-12,13066438,KDA,0389193327,2010-05-09
HC773,Mai Thị Anh Linh,Nữ,1993-09-24,10756725,HCA,0399387433,2021-08-03
NS762,Tôn Thị Mai Loan,Nữ,1985-01-23,6665116,NSU,0385461632,2021-09-14
KH726,Dương Thịnh Thắng,Nam,1989-07-12,12217933,KHO,0168889546,2015-06-30
HC774,Thái Tuấn Trung,Nam,1968-05-25,10333318,HCA,0388383945,2020-09-23
DV782,Ngô Khang Toàn,Nam,1992-04-19,14860784,DVK,0165862974,2015-10-11
KH727,Từ Nhật Thịnh,Nam,1988-05-05,11472851,KHO,0380702996,2023-11-21
TT764,Mạc Thắng Nam,Nam,1966-09-01,7556379,MKA,0361406125,2023-10-27
KD733,Hồ Chí Vinh,Nam,1997-03-20,6442979,KDA,0127798993,2016-09-11
TT765,Triệu Thị Hiền Mai,Nữ,1989-09-16,8278743,TCA,0193077267,2015-03-09
DV783,Đặng Mạnh Trung,Nam,1986-12-16,7537586,DVK,0320381549,2022-03-11
PR720,Lương Thị Ngọc Hiền,Nữ,1972-01-12,8148889,PRC,0169166417,2018-06-13
KT783,Trịnh Nhi Tú,Nữ,1981-04-11,11092968,KTA,0362255757,2016-07-26
KD734,Cao Thị Hoa Quỳnh,Nữ,1998-07-21,9649359,KDA,0191278867,2023-09-15
DV784,Đỗ Viễn Thịnh,Nam,1977-12-16,6288606,DVK,0124856671,2017-07-17
KH728,Thái Khôi Dũng,Nam,1995-10-05,10559998,KHO,0182461444,2011-03-20
MK773,Hà Khang Thắng,Nam,1984-11-08,7431401,MKA,0161971764,2010-12-22
QT775,Châu Thị Diễm Trang,Nữ,1985-11-28,11160637,QTA,0180844476,2019-04-02
TC756,Ngô Khánh Thu,Nữ,1989-10-01,14795545,TCA,0184258120,2020-09-05
KD735,Trịnh Thị Hạnh Mai,Nữ,1991-07-20,6608901,KDA,0329289515,2017-08-16
KD736,Võ Thị Hương Chi,Nữ,1988-04-01,7848774,KDA,0383343758,2014-07-19
DV785,Phan Tâm Trung,Nam,1969-09-14,10838535,DVK,0328127676,2020-07-22
PR721,Hoàng Nhân Giang,Nam,1985-12-14,6254285,PRC,0196756133,2011-01-13
TT766,Nguyễn Thọ Hưng,Nam,1969-03-03,6513157,KHO,0189628065,2019-11-23
PR722,Vũ Gia Giang,Nam,1978-12-08,7583507,PRC,0169069311,2018-05-05
TT767,Kiều Sơn Quân,Nam,1978-11-11,7432561,MKA,0384267268,2010-08-15
MK774,Võ Lương Tùng,Nam,1989-07-31,8502916,MKA,0380177165,2015-11-21
TC757,Thái Thịnh Đức,Nam,1982-03-23,8353384,TCA,0121869640,2015-05-16
KH729,Vũ Duy Quân,Nam,1978-10-29,11257551,KHO,0365698554,2019-07-09
TC758,Mạc Thu Thanh,Nữ,1965-05-13,8476635,TCA,0381951695,2016-07-20
KH730,Lê Thị Dung Hiền,Nữ,1990-05-29,10977954,KHO,0391144812,2018-07-06
HC775,Mai Phương Trang,Nữ,1980-07-21,11910881,HCA,0327584243,2016-08-25
KH731,Hồ Phương Huyền,Nữ,1976-03-09,11096658,KHO,0197947929,2016-03-05
TT768,Thái Hồng Mỹ,Nữ,1969-01-10,9175380,KHO,0198537798,2017-07-20
KH732,Phan Khắc Trung,Nam,1971-07-11,8401076,KHO,0327972859,2019-08-04
MK775,Thái Thiện Nam,Nam,1970-03-09,10128835,MKA,0199251896,2020-04-06
NS763,Hoàng Tâm Quang,Nam,1981-03-10,12137526,NSU,0122116317,2013-05-30
TT769,Đỗ Phát Mạnh,Nam,1998-10-23,11977388,QTA,0122994554,2012-02-16
NS764,Vũ Thị Nga Hà,Nữ,1989-11-09,11010776,NSU,0184268121,2022-04-29
MK776,Cao Thị Mai Uyên,Nữ,1974-01-11,7669920,MKA,0391675208,2013-05-19
NS765,Châu Thị Hương Hiền,Nữ,1992-09-19,13853671,NSU,0160280999,2019-04-04
MK777,Lê Huy Cường,Nam,1973-10-22,14380238,MKA,0190562608,2011-12-19
TT770,Đặng Thị Hạnh Trinh,Nữ,1997-10-17,10027684,PRC,0329290880,2023-08-15
HC776,Lương Thị Anh Vân,Nữ,2000-12-17,12022524,HCA,0167727314,2017-08-21
TT771,Triệu Thiện Nam,Nam,1979-03-26,10222048,NSU,0325404902,2012-04-25
KD737,Mạc Trường Phong,Nam,1989-01-14,7061031,KDA,0364345048,2021-11-24
TC759,Hồ Thảo Thanh,Nữ,1996-04-24,8585485,TCA,0181736901,2016-06-21
TC760,La Viễn Hải,Nam,1970-01-19,9967359,TCA,0194047728,2019-07-11
PR723,Trần Kiên Thắng,Nam,1996-12-27,9846764,PRC,0366048221,2012-06-13
KT784,Triệu Bích Thủy,Nữ,1981-10-18,7603272,KTA,0383077844,2021-07-15
DV786,Đặng Bình Lâm,Nam,1997-01-08,9162026,DVK,0367472256,2019-08-08
QT776,Ngô Kim Bích,Nữ,1977-12-02,13895139,QTA,0364871446,2011-01-23
HC777,Vũ Khoa Vinh,Nam,1986-02-03,6542206,HCA,0127630937,2014-11-18
DV787,Trịnh Thị Linh Giang,Nữ,1987-01-05,13162282,DVK,0369783384,2017-08-24
DV788,Nguyễn Tuấn Khang,Nam,2000-11-30,8675765,DVK,0323108825,2015-05-07
TT772,Tạ Tuấn Đức,Nam,1981-10-23,9558623,TCA,0180192921,2016-07-15
NS766,Trần Công Hưng,Nam,1988-06-24,6833936,NSU,0124870417,2013-10-03
DV789,Ngô Hưng Trí,Nam,1994-07-20,11296177,DVK,0329142940,2018-06-13
KH733,La Phong Xuân,Nam,1995-03-04,9977153,KHO,0161159492,2019-06-20
TT773,Tạ Mai Hà,Nữ,1983-12-03,7370503,NSU,0387757543,2012-07-11
MK778,La Thị Ngọc Thu,Nữ,1992-01-24,9045060,MKA,0399712439,2014-08-12
KH734,Dương Đại Hưng,Nam,1969-12-20,9503134,KHO,0126200596,2011-04-05
HC778,Tạ Vượng Phúc,Nam,1967-07-04,6717854,HCA,0394354966,2010-06-09
MK779,Phạm Toàn Việt,Nam,1992-10-14,7369581,MKA,0193283817,2013-10-14
QT777,Bùi Thị Thu Ngọc,Nữ,1997-11-28,10996208,QTA,0190233564,2010-01-17
KT785,Võ Mỹ Bình,Nam,1993-04-12,14409228,KTA,0322308793,2011-09-28
MK780,Lê Liêm Phong,Nam,1993-10-25,9065613,MKA,0364734593,2018-10-14
KD738,Đỗ Thành Sơn,Nam,1965-03-16,6702228,KDA,0183937199,2011-02-25
TT774,Châu Thanh Hiền,Nữ,1991-03-24,11231763,KHO,0168532466,2023-01-15
TT775,Triệu Thị Hà Tiên,Nữ,1996-02-17,14446731,KTA,0187349624,2021-09-13
KT786,Cao Khang Khang,Nam,1968-11-11,7579603,KTA,0391407863,2018-12-08
KD739,Bùi Phương Nhung,Nữ,1972-06-07,10714878,KDA,0360841094,2019-08-19
QT778,Nguyễn Nghĩa Lâm,Nam,1985-02-18,9825132,QTA,0180086154,2011-12-12
KH735,Phạm Ngọc Tùng,Nam,1986-10-18,12694964,KHO,0189544767,2011-03-08
QT779,Ngô Thị Trang Thu,Nữ,1993-07-21,6637189,QTA,0384666839,2017-07-12
TT776,Bùi Thị Dung Lan,Nữ,1999-04-13,10226463,NSU,0181342339,2018-04-02
KT787,Lý Thị Hương Mỹ,Nữ,1977-10-04,12925701,KTA,0125357147,2021-05-19
MK781,Lý Đình Khang,Nam,1966-12-25,12028711,MKA,0324231855,2019-02-02
KD740,Tôn My Ngọc,Nữ,1985-07-08,13151600,KDA,0390312434,2010-11-01
TC761,Lương Thị Hoa Anh,Nữ,1996-06-06,10111831,TCA,0383138659,2011-08-15
HC779,Bùi Công Bình,Nam,1976-07-26,11091813,HCA,0197752429,2023-11-16
KT788,Mai Thị Ngọc Oanh,Nữ,1983-03-22,9947084,KTA,0127339632,2015-11-09
NS767,Vũ Thị Anh Bích,Nữ,1985-04-25,9508225,NSU,0195769018,2023-03-27
QT780,Bùi Thu Ngọc,Nữ,1987-11-08,8760594,QTA,0390762570,2019-05-07
DV790,Thái Bình Thịnh,Nam,1981-05-25,9400451,DVK,0123998726,2020-07-06
KT789,Trần Thị Tú Ánh,Nữ,1990-11-04,7445812,KTA,0128301688,2014-09-30
PR724,Lương Tuấn Long,Nam,1973-04-28,13702649,PRC,0325655062,2015-08-02
KD741,Phan Ánh Ánh,Nữ,1976-09-20,11697691,KDA,0326001636,2016-03-25
TC762,Châu Anh Tùng,Nam,1970-12-16,11255659,TCA,0123847053,2010-04-14
HC780,Nguyễn Tấn Lâm,Nam,1972-03-19,7312321,HCA,0325512761,2012-03-27
KD742,Lý Yến Nhung,Nữ,1979-09-26,9735444,KDA,0162212576,2022-03-05
NS768,Đỗ Khang Long,Nam,1999-04-03,12199159,NSU,0182050757,2015-08-06
MK782,Phạm Tấn Đức,Nam,1999-05-13,13334388,MKA,0165017050,2010-04-25
TT777,Châu Thị Hương Lan,Nữ,1991-10-01,9707588,MKA,0325046778,2021-10-29
QT781,Nguyễn Thị Diễm Dung,Nữ,1994-06-05,7912924,QTA,0369353952,2011-05-17
TC763,Võ Cảnh Khang,Nam,1999-02-28,14185062,TCA,0398484810,2021-05-28
QT782,Tạ Đình Việt,Nam,1997-05-18,6331162,QTA,0362332227,2015-03-02
HC781,Triệu Thị Thu Quỳnh,Nữ,1990-04-26,13546857,HCA,0196367832,2019-07-13
HC782,Mai Tài Khang,Nam,1994-07-23,13534380,HCA,0390226556,2011-07-14
HC783,Quách Vĩnh Phúc,Nam,1972-02-02,9828565,HCA,0129400743,2020-02-03
KH736,Ngô Bảo Khang,Nam,1996-08-10,14526692,KHO,0397391285,2012-08-19
KD743,Lương Thị Quỳnh Phương,Nữ,1976-11-08,8448935,KDA,0323850337,2023-08-19
KH737,Hoàng Xuân Cường,Nam,1987-05-08,11063822,KHO,0181010833,2010-08-03
HC784,Dương Thị Ngọc Mai,Nữ,1972-12-15,9786564,HCA,0396345601,2015-07-29
MK783,Trịnh Thị Ánh Nga,Nữ,1995-07-08,9122728,MKA,0380974204,2020-02-01
KD744,Tạ Hương Tú,Nữ,1971-08-09,12295603,KDA,0324199716,2011-05-12
PR725,Cao Diệu Yến,Nữ,1971-08-21,12471386,PRC,0188071032,2012-01-06
QT783,Phạm Kim Dung,Nữ,1981-11-05,10833659,QTA,0328351391,2020-11-23
PR726,Lê Nhi Uyên,Nữ,1988-02-22,9787650,PRC,0187935862,2014-01-22
PR727,Phan Thị Chi Thảo,Nữ,1984-11-22,9497970,PRC,0390873948,2012-07-26
QT784,Trịnh Quốc Quân,Nam,1970-10-23,7042599,QTA,0380840030,2019-06-13
MK784,Ngô Kim Phương,Nữ,1988-02-11,7031966,MKA,0168271609,2014-03-23
PR728,Võ Yến My,Nữ,1999-02-03,7238801,PRC,0169991857,2023-10-26
TC764,Tạ Thị Mai Hương,Nữ,1979-12-18,13881195,TCA,0388779809,2013-11-10
KH738,Kiều Tuyết Yến,Nữ,1975-07-21,6359748,KHO,0361331715,2011-08-25
KH739,Mai Thọ Cường,Nam,1989-03-09,9038812,KHO,0197969377,2012-01-04
DV791,Tôn Thiện Mạnh,Nam,1992-01-08,11173716,DVK,0391072092,2016-10-19
TC765,Đặng Thị Hạnh Yến,Nữ,1999-03-25,7914521,TCA,0190631927,2016-06-13
QT785,Lương Nghĩa Hưng,Nam,1997-04-18,7133525,QTA,0397880966,2017-12-07
TC766,Trần Phong Tuấn,Nam,1979-02-19,9575329,TCA,0389244789,2020-02-27
KT790,Cao Phúc Toàn,Nam,1995-01-23,14562659,KTA,0185916588,2019-01-09
NS769,Phan Thị Anh Hạnh,Nữ,1981-05-20,11074779,NSU,0190769320,2017-12-21
DV792,Châu Huy Hải,Nam,1985-10-27,10684557,DVK,0185654872,2017-08-21
KH740,La Nhi Oanh,Nữ,1982-02-13,14546949,KHO,0381251996,2014-02-20
TC767,Tạ Thị Dung Hoa,Nữ,1987-03-11,11715241,TCA,0398718248,2020-06-23
QT786,Phạm Thái Hùng,Nam,1970-12-29,12667799,QTA,0325341363,2020-04-07
KD745,Mạc Chính Bình,Nam,1966-04-07,11985243,KDA,0199267686,2021-01-20
PR729,Đỗ Hương Loan,Nữ,1991-03-13,9318735,PRC,0194838253,2023-08-06
QT787,Lý Tùng Khánh,Nam,1992-05-17,10745386,QTA,0122444530,2010-11-19
KH741,Hoàng Nhân Đức,Nam,1988-10-29,10089474,KHO,0166523622,2023-11-13
NS770,Vũ Thị Mai Chi,Nữ,1975-02-06,10263900,NSU,0322783742,2023-05-11
QT788,Triệu Khánh Nhung,Nữ,1985-03-31,10241896,QTA,0360564729,2017-01-25
NS771,Cao Hào Cường,Nam,1970-09-14,6264379,NSU,0122046917,2017-10-14
MK785,Trịnh Thanh Phong,Nam,1997-03-27,12792816,MKA,0393994678,2021-03-06
TT778,Lý Kiên Tài,Nam,1966-02-23,7413079,KHO,0185451302,2018-07-18
HC785,Thái Hào Phúc,Nam,1974-01-23,11012712,HCA,0397223865,2010-10-07
KT791,Bùi Thị Thảo Yến,Nữ,1973-03-28,8371916,KTA,0196354858,2018-05-15
QT789,Quách Bảo Mạnh,Nam,1980-01-17,11246520,QTA,0121541675,2021-06-08
TT779,Mai Quỳnh Mai,Nữ,1984-06-29,10929018,QTA,0362152227,2019-02-05
KD746,Mạc Huy Tuấn,Nam,1991-07-11,12744570,KDA,0360133571,2010-09-09
PR730,Mai Thị Mai Trinh,Nữ,1992-01-02,13010055,PRC,0128490590,2020-03-22
QT790,Tạ Huy Tùng,Nam,1978-12-30,12253020,QTA,0164647878,2016-02-18
NS772,Cao Linh Hoa,Nữ,1996-02-13,12464751,NSU,0162133918,2015-06-09
KH742,Nguyễn Liêm Lâm,Nam,1967-06-08,6163901,KHO,0363163313,2011-03-11
TC768,Cao Thị Diễm Thảo,Nữ,1995-08-21,11860425,TCA,0366594148,2011-11-17
KD747,Lê Thịnh Giang,Nam,1981-04-16,12462463,KDA,0194371387,2021-06-01
TC769,Dương Khôi Khánh,Nam,1998-09-10,12738987,TCA,0386448631,2013-03-04
KD748,Tạ Thị Ngọc Thủy,Nữ,1998-11-24,6441991,KDA,0361370532,2011-08-02
KT792,Bùi Tuyết Trang,Nữ,1979-07-10,7351116,KTA,0397489419,2013-08-26
KT793,Lê Toàn Tuấn,Nam,1986-09-03,14670578,KTA,0198870612,2019-06-04
KT794,Vũ Trí Việt,Nam,1995-12-25,11033669,KTA,0169695919,2017-11-01
NS773,Triệu Viễn Việt,Nam,1966-05-22,6228358,NSU,0368457781,2012-03-26
NS774,Châu Tài Phúc,Nam,1969-02-18,14734818,NSU,0169635492,2018-11-11
PR731,Đỗ Quang Sơn,Nam,1971-05-02,13978077,PRC,0162082148,2023-11-04
PR732,Dương Xuân Trung,Nam,1965-07-31,11563109,PRC,0392233711,2022-09-30
DV793,Trần Trung Vinh,Nam,1966-01-27,7893828,DVK,0394991282,2016-08-24
KH743,Thái Duy Quân,Nam,1975-08-01,14493357,KHO,0194186668,2020-06-22
TC770,Mạc Thị Phương Hà,Nữ,1990-02-24,13926556,TCA,0193713448,2011-08-31
KH744,Đỗ Tấn Phúc,Nam,1978-08-05,10211418,KHO,0198426869,2010-12-13
MK786,Phạm My Lan,Nữ,1979-02-23,13558250,MKA,0124507184,2017-01-03
MK787,Ngô Thị Ngọc Quỳnh,Nữ,1977-06-04,6968646,MKA,0183770617,2017-12-06
TT780,Trần Thị Thu Linh,Nữ,1975-07-11,8885665,MKA,0329439950,2020-05-16
TC771,Thái Trúc Ngân,Nữ,1988-02-11,6103797,TCA,0193403672,2018-12-01
NS775,Dương Quỳnh Vân,Nữ,1974-02-19,12983389,NSU,0183104458,2017-09-12
DV794,Châu Mai Lan,Nữ,1994-04-19,8724432,DVK,0395701323,2012-02-15
KH745,Trần Thị Bích Giang,Nữ,1975-12-28,11409324,KHO,0364332102,2019-02-11
NS776,Quách Tâm Anh,Nam,1991-12-10,13301570,NSU,0329483124,2011-09-07
MK788,Đỗ Thị Phương Trang,Nữ,1986-04-12,13295845,MKA,0397844576,2014-05-12
HC786,Triệu Viễn Vinh,Nam,1983-10-05,13797711,HCA,0389758591,2021-05-27
TT781,Ngô Mỹ Trung,Nam,1998-07-31,7466129,DVK,0128059286,2015-11-19
MK789,La Uyên Ngọc,Nữ,1984-05-30,6062488,MKA,0124877576,2018-05-04
KH746,Tạ Hồng Khang,Nam,1976-01-21,13373344,KHO,0124444237,2020-08-14
QT791,Đặng Thị Phương Hương,Nữ,1965-05-01,8979753,QTA,0188378278,2019-11-07
KD749,Đỗ Chí Sơn,Nam,1982-11-14,14079555,KDA,0183821335,2014-04-04
QT792,Mai Nhật Giang,Nam,1993-08-20,13387648,QTA,0320172359,2023-04-20
PR733,Từ Mỹ Duy,Nam,1980-07-03,6504533,PRC,0166588648,2019-02-15
NS777,Triệu Hải Vinh,Nam,1965-10-11,9633646,NSU,0383978636,2012-10-02
PR734,Đỗ Dũng Long,Nam,1991-12-21,12217286,PRC,0391773921,2017-06-19
KD750,Triệu Toàn Vinh,Nam,1971-02-15,6311647,KDA,0163029253,2023-04-30
PR735,Mai Diệp Chi,Nữ,1982-11-10,12794497,PRC,0192402048,2013-09-22
TT782,Trịnh Gia Việt,Nam,1984-07-28,13969291,MKA,0328184711,2017-09-21
QT793,Tạ Hưng Thắng,Nam,1992-03-08,6831149,QTA,0180132477,2022-01-18
DV795,La Tài Xuân,Nam,1986-11-19,7958028,DVK,0129276830,2023-12-09
PR736,Tạ Thị Anh Hương,Nữ,1972-01-15,8539752,PRC,0181925547,2010-12-05
PR737,Lương Nhi Linh,Nữ,1986-02-13,14759709,PRC,0166532713,2014-04-02
KH747,Tạ Tuyết Uyên,Nữ,1998-11-19,8167033,KHO,0197967891,2023-06-08
TC772,Hà Nhật Hùng,Nam,1996-12-18,10016764,TCA,0122344166,2013-04-29
KT795,Hà Thị Trang Tú,Nữ,1968-08-23,14320213,KTA,0395610571,2021-06-04
TC773,Nguyễn Khánh Uyên,Nữ,2000-09-17,12586995,TCA,0180516295,2013-08-31
DV796,Kiều Lâm Xuân,Nam,1970-05-25,10701254,DVK,0126816836,2010-10-03
KH748,Triệu Hoàng Nam,Nam,1987-12-04,14239916,KHO,0184964069,2019-06-22
TC774,Nguyễn Bình Hải,Nam,1999-07-17,6237200,TCA,0165104603,2016-08-05
KH749,Lương Hiếu Phong,Nam,1996-10-09,9427294,KHO,0367989908,2014-08-18
TC775,La Trí Hoàng,Nam,1990-08-28,12282316,TCA,0195473977,2011-08-02
